2006-12-22 00:00:00.000	24
2006-12-24 00:00:00.000	29
2007-01-08 00:00:00.000	19
2007-01-10 00:00:00.000	20
2007-01-23 00:00:00.000	24
2007-01-25 00:00:00.000	14
2007-01-27 00:00:00.000	17
2007-02-09 00:00:00.000	14
2007-02-11 00:00:00.000	39
2007-02-26 00:00:00.000	6
2007-02-28 00:00:00.000	6
2007-03-15 00:00:00.000	17
2007-03-17 00:00:00.000	19
2007-04-01 00:00:00.000	17
2007-04-03 00:00:00.000	15
2007-04-18 00:00:00.000	11
2007-04-20 00:00:00.000	9
2007-05-05 00:00:00.000	9
2007-05-07 00:00:00.000	12
2007-05-20 00:00:00.000	18
2007-05-22 00:00:00.000	10
2007-05-24 00:00:00.000	9
2007-06-06 00:00:00.000	12
2007-06-08 00:00:00.000	10
2007-06-23 00:00:00.000	5
2007-06-25 00:00:00.000	7
2007-07-10 00:00:00.000	8
2007-07-12 00:00:00.000	8
2007-07-27 00:00:00.000	11
2007-07-29 00:00:00.000	4
2007-08-13 00:00:00.000	8
2007-08-15 00:00:00.000	9
2007-08-30 00:00:00.000	9
2007-09-01 00:00:00.000	16
2007-09-14 00:00:00.000	12
2007-09-16 00:00:00.000	12
2007-09-18 00:00:00.000	10
2007-10-01 00:00:00.000	15
2007-10-03 00:00:00.000	12
2007-10-18 00:00:00.000	14
2007-10-20 00:00:00.000	12
2007-11-04 00:00:00.000	13
2007-11-06 00:00:00.000	17
2007-11-21 00:00:00.000	18
2007-11-23 00:00:00.000	20
2007-12-08 00:00:00.000	21
2007-12-10 00:00:00.000	20
2007-12-25 00:00:00.000	28
2007-12-27 00:00:00.000	29
2008-01-09 00:00:00.000	19
2008-01-11 00:00:00.000	19
2008-01-13 00:00:00.000	32
2008-01-26 00:00:00.000	26
2008-01-28 00:00:00.000	24
2008-02-12 00:00:00.000	17
2008-02-14 00:00:00.000	16
2008-02-29 00:00:00.000	10
2008-03-02 00:00:00.000	12
2008-03-17 00:00:00.000	12
2008-03-19 00:00:00.000	13
2008-04-03 00:00:00.000	11
2008-04-05 00:00:00.000	15
2008-04-20 00:00:00.000	14
2008-04-22 00:00:00.000	10
2008-05-05 00:00:00.000	11
2008-05-07 00:00:00.000	12
2008-05-09 00:00:00.000	15
2008-05-22 00:00:00.000	8
2008-05-24 00:00:00.000	12
2008-06-08 00:00:00.000	10
2008-06-10 00:00:00.000	7
2008-06-25 00:00:00.000	8
2008-06-27 00:00:00.000	13
2008-07-12 00:00:00.000	8
2008-07-14 00:00:00.000	8
2008-07-29 00:00:00.000	12
2008-07-31 00:00:00.000	11
2008-08-15 00:00:00.000	2
2008-08-17 00:00:00.000	2
2008-08-30 00:00:00.000	2
2008-09-01 00:00:00.000	9
2008-09-03 00:00:00.000	10
2008-09-16 00:00:00.000	12
2008-09-18 00:00:00.000	13
2008-10-03 00:00:00.000	12
2008-10-05 00:00:00.000	16
2008-10-20 00:00:00.000	14
2008-10-22 00:00:00.000	16
2008-11-06 00:00:00.000	18
2008-11-08 00:00:00.000	18
2008-11-23 00:00:00.000	34
2008-11-25 00:00:00.000	31
2008-12-10 00:00:00.000	19
2008-12-12 00:00:00.000	17
2008-12-25 00:00:00.000	14
2008-12-27 00:00:00.000	37
2008-12-29 00:00:00.000	7
2009-01-11 00:00:00.000	17
2009-01-13 00:00:00.000	19
2009-01-28 00:00:00.000	22
2009-01-30 00:00:00.000	20
2009-02-14 00:00:00.000	15
2009-02-16 00:00:00.000	15
2009-03-03 00:00:00.000	16
2009-03-05 00:00:00.000	15
2009-03-20 00:00:00.000	12
2009-03-22 00:00:00.000	13
2009-04-06 00:00:00.000	13
2009-04-08 00:00:00.000	13
2009-04-21 00:00:00.000	22
2009-04-23 00:00:00.000	12
2009-04-25 00:00:00.000	15
2009-05-08 00:00:00.000	12
2009-05-10 00:00:00.000	13
2009-05-25 00:00:00.000	11
2009-05-27 00:00:00.000	11
2009-06-11 00:00:00.000	11
2009-06-13 00:00:00.000	0
2009-06-28 00:00:00.000	9
2009-06-30 00:00:00.000	9
2009-07-15 00:00:00.000	4
2009-07-17 00:00:00.000	5
2009-08-01 00:00:00.000	5
2009-08-03 00:00:00.000	4
2009-08-16 00:00:00.000	12
2009-08-18 00:00:00.000	8
2009-08-20 00:00:00.000	6
2009-09-02 00:00:00.000	9
2009-09-04 00:00:00.000	8
2009-09-19 00:00:00.000	15
2009-09-21 00:00:00.000	11
2009-10-06 00:00:00.000	14
2009-10-08 00:00:00.000	12
2009-10-23 00:00:00.000	14
2009-10-25 00:00:00.000	17
2009-11-09 00:00:00.000	14
2009-11-11 00:00:00.000	15
2009-11-26 00:00:00.000	14
2009-11-28 00:00:00.000	13
2009-12-11 00:00:00.000	17
2009-12-13 00:00:00.000	18
2009-12-15 00:00:00.000	17
2009-12-28 00:00:00.000	16
2009-12-30 00:00:00.000	19
2010-01-14 00:00:00.000	6
2010-01-16 00:00:00.000	17
2010-01-31 00:00:00.000	14
2010-02-02 00:00:00.000	14
2010-02-17 00:00:00.000	15
2010-02-19 00:00:00.000	15
2010-03-06 00:00:00.000	9
2010-03-08 00:00:00.000	15
2010-03-23 00:00:00.000	13
2010-03-25 00:00:00.000	14
2010-04-07 00:00:00.000	11
2010-04-09 00:00:00.000	8
2010-04-11 00:00:00.000	12
2010-04-24 00:00:00.000	11
2010-04-26 00:00:00.000	9
2010-05-11 00:00:00.000	13
2010-05-13 00:00:00.000	12
2010-05-28 00:00:00.000	10
2010-05-30 00:00:00.000	13
2010-06-14 00:00:00.000	9
2010-06-16 00:00:00.000	12
2010-07-01 00:00:00.000	13
2010-07-03 00:00:00.000	12
2010-07-18 00:00:00.000	9
2010-07-20 00:00:00.000	9
2010-08-02 00:00:00.000	4
2010-08-04 00:00:00.000	4
2010-08-06 00:00:00.000	4
2010-09-05 00:00:00.000	10
2010-09-07 00:00:00.000	10
2010-09-22 00:00:00.000	10
2010-09-24 00:00:00.000	11
2010-10-09 00:00:00.000	11
2010-10-11 00:00:00.000	12
2010-10-26 00:00:00.000	8
2010-10-28 00:00:00.000	12
2010-11-12 00:00:00.000	18
2010-11-14 00:00:00.000	19
2006-12-29 00:00:00.000	35
2007-01-01 00:00:00.000	40
2007-01-02 00:00:00.000	14
2007-01-15 00:00:00.000	17
2007-01-16 00:00:00.000	19
2007-02-02 00:00:00.000	16
2007-02-03 00:00:00.000	40
2007-02-20 00:00:00.000	36
2007-02-21 00:00:00.000	17
2007-03-06 00:00:00.000	14
2007-03-07 00:00:00.000	18
2007-03-24 00:00:00.000	24
